,O*NET-SOC Code,Title,Job Zone,Date,Domain Source,Description,Domain
310,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",5,Aug-19,Analyst,"Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",Educational Instruction and Library Occupations
311,25-1194.00,"Career/Technical Education Teachers, Postsecondary",3,Aug-19,Analyst,"Teach vocational courses intended to provide occupational training below the baccalaureate level in subjects such as construction, mechanics/repair, manufacturing, transportation, or cosmetology, primarily to students who have graduated from or left high school. Teaching takes place in public or private schools whose primary business is academic or vocational education.",Educational Instruction and Library Occupations
312,25-2011.00,"Preschool Teachers, Except Special Education",3,Aug-19,Analyst,"Instruct preschool-aged students, following curricula or lesson plans, in activities designed to promote social, physical, and intellectual growth.",Educational Instruction and Library Occupations
313,25-2012.00,"Kindergarten Teachers, Except Special Education",4,Aug-18,Analyst,Teach academic and social skills to kindergarten students.,Educational Instruction and Library Occupations
314,25-2021.00,"Elementary School Teachers, Except Special Education",4,Aug-18,Analyst,Teach academic and social skills to students at the elementary school level.,Educational Instruction and Library Occupations
315,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",4,Aug-18,Analyst,"Teach one or more subjects to students at the middle, intermediate, or junior high school level.",Educational Instruction and Library Occupations
316,25-2023.00,"Career/Technical Education Teachers, Middle School",4,Aug-18,Analyst,"Teach occupational, vocational, career, or technical subjects to students at the middle, intermediate, or junior high school level.",Educational Instruction and Library Occupations
317,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",4,Aug-18,Analyst,Teach one or more subjects to students at the secondary school level.,Educational Instruction and Library Occupations
318,25-2032.00,"Career/Technical Education Teachers, Secondary School",4,Aug-18,Analyst,"Teach occupational, vocational, career, or technical subjects to students at the secondary school level.",Educational Instruction and Library Occupations
319,25-2051.00,"Special Education Teachers, Preschool",5,Aug-19,Analyst,"Teach academic, social, and life skills to preschool-aged students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",Educational Instruction and Library Occupations
320,25-2055.00,"Special Education Teachers, Kindergarten",4,Nov-21,Analyst - Preliminary,"Teach academic, social, and life skills to kindergarten students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",Educational Instruction and Library Occupations
321,25-2056.00,"Special Education Teachers, Elementary School",4,Nov-21,Analyst - Preliminary,"Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",Educational Instruction and Library Occupations
322,25-2057.00,"Special Education Teachers, Middle School",4,Aug-18,Analyst,"Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",Educational Instruction and Library Occupations
